Student_ID,Subject,Assignment_Name,Due_Date,Status,Grade_Feedback,Guardian_Signature
S04512,Geography,Movement light lead.,2024-10-05, Done ,B-, 
S07012,History,Beyond agreement.,2024-12-16,pending,F,No
S10899,English,These security way.,2025-02-09, Done ,C-, 
S11360,Math,Here road theory.,2024-11-24,not done,C-,No
S07520,English,Beautiful easy.,2024-11-10,✅,B,No
S02188,Science,Couple.,2024-11-02, Done ,F, 
S01523,Science,Form author.,2024-10-30,pending,B,No
S08864,Math,Early turn side building.,2024-10-17,not done,A+,Yes
S00270,Science,Issue still.,2024-12-12,not done,A+,No
S06289,Math,Alone weight road mission.,01/22/2025,not done,F,No
S05559,Science,Star institution attack.,2024-11-17,not done,C-, 
S12124,Science,Public seat young describe.,12/28/2024,not done,C-,Yes
S00230,English,Mention miss meeting.,2024-12-04,❌,C-, 
S05882,Arabic,Information fund.,2025-02-18, Done ,B-,No
S08972,English,Voice player look.,2025-01-03,✅,B, 
S00751,Math,Natural company space top.,10/23/2024,pending,B,Yes
S04324,Arabic,Group necessary seven.,2025-02-02,pending,B, 
S04167,History,Your commercial.,2025-02-26,✔,C,No
S10566,Geography,Situation worker physical bit.,2024-12-13,✔,B-,Yes
S05169,Math,Drive his evening either.,2024-11-15, Done ,B-,No
S00602,Arabic,Drop including threat.,11/10/2024,not done,D,Yes
S08722,Science,Song show accept to.,2025-01-23,❌,A,Yes
S11256,Arabic,Camera keep.,2024-10-01,not done,A+, 
S01055,Arabic,Much door yourself science.,09/28/2024,✔,A, 
S11559,Science,Say factor between.,2025-01-10, Done ,A, 
S04588,Math,Any not letter.,12/31/2024,✅,D, 
S09016,Geography,Enter whole chair.,2025-01-20, Done ,D,Yes
S12000,Geography,Trial government.,03/02/2025,❌,C-,Yes
S07709,History,How boy for.,2025-02-03,❌,F,No
S05741,English,Positive point training.,2025-02-26,pending,B, 
S02195,Geography,Trade question.,09/22/2024,not done,B, 
S00953,Math,Election institution.,2025-02-10,not done,C-,No
S11667,Math,Over its.,01/10/2025,not done,C, 
S11680,Science,Hundred relate.,2024-09-14, Done ,C-,No
S00387,Math,Just thing.,2025-03-05, Done ,D, 
S05317,Science,Wrong his opportunity.,2024-09-22,✔,D,Yes
S08154,Science,Drive heart.,2025-01-19,✔,A,Yes
S05416,Science,Various significant thus.,2024-11-07,❌,B,No
S05714,Math,Court.,2025-02-28,not done,A, 
S09745,Science,Eye weight position.,2025-02-21,not done,C-,Yes
S10750,Math,Back surface alone.,2024-10-04,❌,A+,No
S10165,English,Over general.,2024-11-04,not done,C-,No
S05837,English,Model number along.,2024-11-20,❌,C,No
S11140,Arabic,Happy some social.,2025-01-17,not done,A,No
S03047,Math,Book me.,2025-02-12,not done,B,Yes
S01808,History,Learn stay.,2024-11-18,✔,D, 
S04710,History,Effect woman girl.,2024-10-17,✅,B,Yes
S03495,Math,Travel.,2025-02-28,✅,C,Yes
S08567,Geography,Order position.,01/19/2025,✔,F,No
S08521,Geography,Me position.,2024-10-24,❌,A+,No
S06869,Geography,Put away billion age.,02/06/2025,✔,F,No
S09156,Math,Student your light.,2025-01-24,not done,C-,No
S11448,History,Not Democrat doctor.,10/16/2024, Done ,F,Yes
S04764,Math,Popular explain.,2024-12-19,❌,B,No
S03132,Math,Scientist court collection.,2025-02-01,❌,F,No
S10418,Arabic,True hear job.,2024-09-09,❌,A+,Yes
S09440,Math,Eight step.,2024-12-24, Done ,B, 
S10078,English,If house outside.,2025-02-13,✔,B-,Yes
S08476,Arabic,Administration watch recently.,2024-10-29,✅,A+,No
S01944,Math,Down trip himself.,2025-02-14,✅,D,No
S08741,Geography,Behind own month.,02/17/2025, Done ,A+,Yes
S04031,English,Heavy reality.,2024-10-12,✅,D,No
S00611,Science,Account crime treat.,2024-10-11,✅,D, 
S05586,Arabic,Off thank fact.,01/31/2025,not done,C-,No
S10692,History,Sell every.,2024-11-09, Done ,F,No
S03107,Science,Bed enough may.,12/22/2024, Done ,F,No
S07601,History,Bad realize.,2025-01-09,❌,A+,No
S10218,History,From participant indeed improve.,2024-10-05, Done ,C,No
S01707,Geography,Color.,2024-11-01,not done,A+,Yes
S09230,Geography,Draw central than.,02/27/2025,✅,C,Yes
S10475,Science,Big determine.,2024-11-03,not done,D,Yes
S01594,Geography,Challenge bank his.,01/15/2025,❌,B-,Yes
S10395,History,Add nearly.,2024-11-28, Done ,B-,Yes
S12142,History,Stand debate.,2024-11-30,not done,B-,Yes
S04380,Math,Mind whatever step.,2024-12-03,not done,D, 
S10513,Geography,Oil personal us.,09/22/2024,❌,F,Yes
S12156,History,Wait positive most.,2024-10-27, Done ,C-,No
S00234,History,Energy grow white.,2025-02-22,not done,F, 
S10487,Geography,Amount hand worker.,2024-10-06,✅,C-, 
S07520,Math,Goal I.,2025-01-17,❌,C-,No
S06134,Arabic,Establish though.,2024-10-30, Done ,D,No
S10521,Arabic,Save director.,12/30/2024, Done ,A+,Yes
S05390,Math,Evidence change.,11/09/2024,✔,B, 
S10449,Science,Lead claim.,02/05/2025,❌,C-,No
S02357,Science,Everybody science key mission.,2024-12-07,✔,C-,No
S08896,Math,Worker form whole.,2024-10-06,not done,B-,No
S03737,English,Just course newspaper.,2025-01-12,pending,F,No
S02121,Math,Sense daughter.,2024-11-12,✔,A+,No
S03337,Science,Main push.,2025-01-25,✔,A+,No
S08836,Geography,Official show especially onto.,2025-02-22,❌,C-, 
S06263,History,Send huge.,2024-09-15,✅,B, 
S06315,Science,Generation.,2025-01-17, Done ,F, 
S10959,English,Describe no.,12/07/2024,pending,A+,No
S02232,Geography,Face maybe talk herself.,02/25/2025,pending,F,Yes
S09265,Arabic,Impact.,2024-09-19,✔,C, 
S02451,Geography,Watch minute.,2024-11-18,pending,C-,No
S07956,Science,Go worry.,2024-10-22,not done,B-, 
S06035,English,Might address.,2024-12-09,not done,F,Yes
S03933,Math,Run.,2024-10-17,✔,A+, 
S02522,Science,Piece member.,2024-09-19,pending,C-,Yes
S01720,English,Involve above.,2025-02-26, Done ,B,No
S04817,Geography,List high view.,2025-01-30, Done ,C-, 
S00570,English,Ready.,2024-10-17, Done ,C, 
S10329,Arabic,Government question for.,2024-12-06,not done,B-,Yes
S01942,Math,Cut compare.,2024-11-18, Done ,A,Yes
S11608,Arabic,Deal hear none.,2025-03-08, Done ,A+,No
S05855,History,Speak hope.,10/04/2024,✔,B, 
S09736,Geography,Do research member.,2024-12-03,pending,D,No
S06122,Geography,For.,2024-12-18,✅,B,Yes
S04786,History,Toward exactly.,2024-09-08,✅,A,Yes
S05280,English,Participant treat begin.,2024-11-05,✅,B,No
S03855,Geography,Produce sing agency.,2025-02-04,✔,C, 
S08509,English,Win good.,2024-12-13,❌,F,Yes
S03406,Math,Speech movement.,11/29/2024,not done,A+,Yes
S02044,Arabic,Arrive behind its six.,2025-01-23,not done,C-, 
S02906,English,Size ask he.,2024-09-13, Done ,C, 
S09679,English,Employee face.,2024-12-07,pending,A+,No
S03657,Arabic,Test as now.,2025-02-17,✅,A+,Yes
S04763,History,Explain usually necessary.,2024-12-01,✅,C, 
S03052,Science,Whom no television.,2025-01-20,✔,F,No
S09353,Math,Itself floor.,2025-02-27, Done ,B-,No
S07123,English,Responsibility war anything.,2024-10-04,✅,A+,No
S07832,Science,Police.,2025-03-04,❌,D, 
S08365,Science,Modern ball.,2024-11-05,❌,D,Yes
S00164,English,Car west.,02/20/2025,✅,A+,No
S06295,Science,Evidence.,2024-12-05,✔,B, 
S08335,Arabic,New line.,2025-02-15,❌,A+,Yes
S11626,History,Stock science.,2025-01-25,✔,A,Yes
S07493,History,Range peace.,02/09/2025,❌,A+,Yes
S07408,History,Turn need trade.,2024-09-12,pending,C, 
S11579,Math,Doctor street.,2024-10-06,pending,B, 
S12099,Arabic,Smile through present.,11/07/2024, Done ,C, 
S06696,History,Book particular wonder lay.,2025-02-11,✔,C, 
S01413,Math,Quality truth choose.,12/27/2024,❌,D, 
S02217,Science,Talk share.,01/25/2025,✅,A+,No
S09091,Arabic,Soon good.,11/26/2024,✅,D,Yes
S06874,Math,Difference success.,2024-09-27,pending,F, 
S01119,History,Meeting me.,2025-03-08,not done,C,No
S03281,English,Through employee media.,2024-12-08,✅,A,Yes
S02466,History,Audience.,11/30/2024,not done,B, 
S01237,History,Identify theory first.,10/26/2024,pending,C,Yes
S05852,History,Better story yes.,2024-11-11,not done,F,No
S08193,English,Training million fund.,2024-11-08, Done ,B, 
S05545,Science,Rock.,10/16/2024,pending,C, 
S07407,History,Author message.,2025-03-01, Done ,F,No
S01233,Math,Continue yeah organization.,2024-10-17,pending,C,Yes
S02948,Arabic,Arm likely street.,2025-02-11,pending,B-,Yes
S08257,English,Everyone learn.,2024-12-16,✅,B, 
S04592,Geography,Animal very.,2025-02-14,not done,B,No
S07153,Geography,Organization including drug.,2025-02-01, Done ,F,No
S06871,Arabic,Figure art.,2024-10-30,❌,A, 
S08079,History,Great whatever prepare.,2024-10-17,not done,A+, 
S08457,Math,Condition smile.,2025-02-12,not done,F,No
S11885,History,Reveal education onto.,2024-12-30,❌,D, 
S07817,History,State where gun.,2025-02-10,pending,C-,No
S10149,Geography,There career yeah.,2025-01-24, Done ,F,Yes
S04258,History,The summer.,2024-12-06,✔,C, 
S03110,English,Both miss.,2024-12-30,❌,C-,Yes
S05974,Math,Set test send.,2025-01-04,pending,C-,Yes
S06416,Geography,Open western.,2024-10-18,not done,C,No
S12076,English,Word catch score.,09/27/2024,not done,F,No
S08169,Geography,Indeed southern he.,2024-11-17,pending,C-,No
S03282,Math,Eye each.,2025-02-03, Done ,D,Yes
S09812,Math,Reflect.,2024-11-29, Done ,D, 
S06631,Arabic,Decision character.,2024-10-14,❌,A,No
S06469,Math,Between gun fact.,2025-03-02,✔,B,Yes
S09653,Math,Poor street place.,02/25/2025,pending,D,No
S03845,Geography,Fast road play.,2024-10-28,not done,D,Yes
S07836,Math,Around somebody.,02/23/2025, Done ,B-,Yes
S03146,Arabic,These on.,2025-03-06,❌,A,No
S10796,History,Factor response.,2025-02-03,❌,A,Yes
S03385,Geography,Baby drop series.,2024-12-09,not done,C-,No
S10394,Science,Drop generation way necessary.,2024-12-13,pending,C-,No
S10403,Arabic,Perhaps blood.,2025-01-15,✅,D,No
S10887,Science,Heavy goal before value.,2025-01-30,❌,A,No
S10301,Math,Figure wife.,2025-01-30,not done,C, 
S09391,Geography,Interview popular million.,2024-09-14,✔,D, 
S03331,Arabic,Near hit great.,12/13/2024,✅,C-,No
S08869,English,Strategy artist.,2025-02-13,❌,B,No
S06404,English,Often.,2024-11-28,not done,B-,Yes
S06376,History,Feeling build charge.,2024-11-04,✅,A,Yes
S07324,Math,Teach meeting offer.,2024-11-08,❌,F,No
S01180,Math,She day at.,10/16/2024,✔,A,No
S08080,Science,Prove yourself ahead.,09/21/2024,not done,C, 
S04883,Geography,Tv describe.,2025-01-13,✅,C-,No
S11725,Science,Owner close manager.,2024-12-03,✔,C,Yes
S06955,History,Body far help.,10/02/2024,pending,A,No
S10546,Math,Meet you.,2024-10-02,❌,F, 
S10010,Math,Smile brother.,2025-03-03,not done,B-,Yes
S06178,English,Series relationship heavy.,12/30/2024,pending,C, 
S10520,English,Agency of.,03/05/2025,✅,D,No
S03623,History,According likely.,2024-11-01,not done,F,No
S10442,History,Bag direction.,2024-10-10,✅,D,No
S08971,Geography,Really career.,2024-09-29, Done ,B,Yes
S08908,English,Wide political my.,09/11/2024,✔,A+,Yes
S07211,Science,Young or effort.,2025-02-20, Done ,C-, 
S06444,Math,Seven memory.,03/09/2025, Done ,B-, 
S09544,Math,Worker personal.,2024-11-09,✔,B-, 
S10781,Science,Goal do.,2025-03-02,✔,C, 
S07191,Geography,Might oil learn.,2025-03-09,✅,D,No
S08449,English,Put concern.,2024-11-15,not done,C,Yes
S01216,Geography,Discover trip.,2024-12-31,pending,D, 
S10593,History,Industry start play character.,2025-02-07,❌,C,Yes
S08513,History,Never write later bad.,09/20/2024,not done,B,No
S03625,Geography,Policy explain style.,2024-12-24,❌,A, 
S00982,Arabic,Myself either mouth.,2024-12-17,✅,A+,Yes
S04010,Science,That fact Congress.,02/09/2025,pending,A,No
S09653,History,Senior people walk.,2024-09-08,✔,B,No
S00286,English,Inside million grow.,2024-09-16,✔,C, 
S01258,History,By not government.,09/10/2024, Done ,F, 
S00311,Geography,Couple national.,2024-11-09,❌,D,Yes
S07915,Arabic,Exactly financial let.,2025-02-14, Done ,F, 
S05490,Arabic,Country happen down.,12/16/2024, Done ,B-,No
S06045,Math,Answer describe.,2024-10-28,✔,A+,Yes
S06665,Science,Easy modern challenge.,2024-09-24,❌,B-,No
S03972,English,Hundred seat.,09/16/2024, Done ,B,Yes
S03549,History,Push yeah thought.,2025-02-12,❌,C-, 
S03680,Arabic,Process.,2024-11-06,pending,A+, 
S08796,History,Me phone important executive.,2025-03-02, Done ,C,No
S01860,English,Piece imagine more soldier.,2024-10-25,✔,B, 
S07652,Science,Structure.,2024-11-21,pending,D,Yes
S12111,Math,Style break chance.,2024-09-26,not done,F,Yes
S08566,Science,Car information.,2025-03-04,pending,C-,No
S06145,English,Include what ok.,2025-01-30, Done ,B, 
S03675,Geography,Good child the assume.,2025-02-25,pending,A, 
S00511,History,Cut institution continue.,2024-09-17,✔,D,No
S02433,History,Bar professional.,2024-10-11,❌,C, 
S09368,Geography,Bill ahead possible.,2024-12-02,pending,B-, 
S09495,English,Tax on receive.,2024-09-25,not done,A+,Yes
S01300,English,Ever win stand.,2025-01-26,✔,A,No
S08167,Arabic,Drug back north.,2024-12-19,pending,B,Yes
S07807,Geography,Entire phone life.,2024-12-02,pending,C-, 
S12099,Arabic,Dream series.,2025-01-10,✅,A+, 
S02634,Arabic,Father development.,2025-01-21,not done,C-,No
S05428,History,Agency.,09/23/2024,✔,A+, 
S03076,Geography,Very voice.,2024-10-04,✔,F,Yes
S12027,Science,Act foreign behind under.,2025-01-18, Done ,C-,Yes
S02646,Geography,Four yes chair moment.,2025-01-07,✅,F, 
S07168,History,Pick great across.,2024-10-27, Done ,C, 
S03051,English,Interest.,01/13/2025,❌,B-, 
S05216,English,Enter quickly.,2024-11-24,✅,F,Yes
S07775,Arabic,None case between.,2025-01-08,✔,C,Yes
S00932,Science,Nor American.,09/13/2024,pending,C,Yes
S08200,Geography,Research.,2024-11-20,✅,A,Yes
S03496,English,Foreign last yet bank.,2025-02-17,✔,D,Yes
S05080,Geography,Money child ball.,2025-01-20,✅,C-,Yes
S03675,Geography,Early speech tough.,2024-09-19,✅,C-, 
S01806,Arabic,Can myself media result.,2024-09-14,✔,B-,No
S10889,Science,Health out do.,11/25/2024,✅,C-, 
S07983,Geography,White send black.,2024-09-27,not done,C, 
S01881,Science,Issue response effect marriage.,2024-09-22,pending,C, 
S10832,Arabic,Head win onto.,2025-02-06, Done ,F, 
S03216,Arabic,Understand find reality.,2024-09-25,❌,C-,No
S01280,Math,Month.,2024-10-26,✅,F,Yes
S09741,English,Attention in wind.,2025-01-04,✔,D,No
S04932,History,Arrive place.,2024-11-06,pending,C,No
S06782,Geography,Green move fact.,2024-11-18,✔,D,No
S04862,Math,Both follow player institution.,2025-03-03, Done ,A,Yes
S02511,Arabic,Out help.,2024-11-13,pending,C,Yes
S08788,Math,Senior.,2025-01-11,✅,C-,Yes
S06566,English,Food field I.,10/27/2024,not done,A,No
S04932,Math,Under agent process.,2024-09-25,pending,F, 
S08120,Geography,College thing.,2024-10-28, Done ,D, 
S06702,English,If foot step.,11/12/2024,not done,C, 
S05748,English,Child true art.,2024-10-09,✔,B-,Yes
S07449,History,Perhaps.,2024-12-25,not done,F,No
S03533,English,Most.,12/20/2024,✔,D,No
S05278,Arabic,Fish away direction.,2025-01-31,❌,B-,No
S02308,Math,Herself light.,10/19/2024,✔,A+, 
S08333,English,Attack this.,2025-02-24,✔,A,Yes
S06121,English,Individual rock score.,2024-10-28, Done ,F,No
S10832,Arabic,Herself reach you growth.,2025-02-06,not done,F,No
S10771,English,Born especially.,12/17/2024, Done ,B, 
S08525,History,Hospital seat.,2024-10-17,✔,C, 
S09044,Geography,Music woman buy.,2024-09-10,pending,F,No
S09492,Science,Decade early.,01/08/2025,pending,B-, 
S08656,History,Not middle.,2024-12-21,✅,D, 
S05803,Geography,Leader make.,2025-02-26,pending,A+,Yes
S06537,History,Fear movement hard.,2025-03-06, Done ,A+,Yes
S00420,Geography,Against tell up.,10/06/2024,✅,D,No
S09626,Science,Per want.,2024-10-22,not done,C-, 
S05189,Math,Meet trial still.,2024-11-15,not done,A+, 
S01488,Arabic,Force range.,11/04/2024,✅,F,Yes
S04208,English,List.,11/21/2024,✅,D,Yes
S04858,Math,Claim during charge.,2024-11-18, Done ,C-,Yes
S10004,Geography,Indeed administration public.,2024-10-30,pending,B, 
S00581,English,Everybody various southern.,2025-01-04,✅,A+, 
S06405,Math,Any election they.,2025-02-12,✔,B,No
S06567,English,Music likely fight water.,2024-10-12,pending,A+,No
S00499,Science,Realize high.,2025-02-04,✅,B,Yes
S11903,Science,Blood thousand simply.,2025-02-10,✔,D,Yes
S11898,Geography,Rock really.,2024-09-17,pending,D,Yes
S05741,History,Hour account.,12/27/2024,pending,B, 
S06887,Arabic,Property within.,11/27/2024,not done,B-,No
S07961,English,Large stay so.,2025-03-09,not done,D,No
S01944,Science,Strategy season organization.,2025-01-24,❌,F, 
S02664,Arabic,Board save.,2024-10-08,not done,A+,Yes
S08071,English,Bring account.,2024-12-14, Done ,B-, 
S04949,Science,Report responsibility risk.,2024-09-26,✅,C,Yes
S06424,Math,Use country.,2024-12-15,not done,D, 
S08922,English,Feel first ask.,2025-01-13,not done,F,Yes
S07349,Geography,Lead picture.,11/28/2024,✅,F,Yes
S06107,Geography,Deep stock enough.,2025-02-06,pending,D, 
S10609,Arabic,School before.,2025-02-18,✔,C,No
S09960,Geography,Opportunity yard cost.,01/31/2025,not done,C-,No
S11855,Arabic,Around woman.,2025-02-15,pending,D, 
S02769,Geography,Be case international occur.,2024-09-23,❌,C-,No
S11973,Science,Politics although difference.,2024-09-10,✔,C-, 
S09137,English,Figure now.,2025-01-07,✔,B-,No
S09526,Arabic,Fact beat science.,2024-09-28,❌,B,No
S03446,Geography,Pick long week.,11/08/2024,✔,A+,Yes
S01232,Arabic,Light young floor.,2024-12-20,pending,F,Yes
S04762,Geography,Office budget break.,2024-12-21,not done,B, 
S03106,Math,Protect money simply.,2024-11-23,❌,C-,No
S01005,Arabic,None.,2025-01-26,pending,B,No
S04085,English,Senior safe policy.,2024-10-14,✔,B-,No
S10228,Geography,Country window although.,2024-09-11, Done ,C-,Yes
S09185,Arabic,Perform unit.,01/29/2025, Done ,D, 
S07229,English,These opportunity human.,2025-03-02,not done,B-,No
S10609,Arabic,Try career.,2024-11-27, Done ,B, 
S05600,History,Even community.,11/04/2024,✅,A+,No
S04049,English,Expert music.,11/01/2024, Done ,C,Yes
S04224,History,Hear pay million.,2024-10-01,pending,C,No
S02872,Arabic,Weight.,2024-10-03, Done ,F, 
S01665,Math,Smile us.,2025-02-26,pending,D,No
S11283,Math,Travel.,2024-10-21,❌,F,No
S00018,Geography,Then safe firm.,2024-12-14,❌,A, 
S09456,Arabic,The thought tonight.,2025-01-24,pending,A+, 
S04560,Arabic,Strategy office management.,2024-11-22,pending,D,Yes
S03606,History,College herself agency.,2025-02-07,pending,A+, 
S10099,Geography,Road language ability.,2024-10-07,pending,D,Yes
S01061,English,Material describe soon.,2024-12-23,✔,C-, 
S06903,Math,Difference worry bill.,2024-11-15,✅,C,No
S00670,Science,Believe TV everyone should.,2024-12-02,✅,B-,Yes
S07991,History,Total building.,2025-01-30, Done ,F,Yes
S00402,English,Head the during.,2024-09-08, Done ,A+, 
S03410,Science,Hair.,2024-12-03,❌,C-,No
S09438,Science,Be simply.,2025-01-27,not done,D,Yes
S03806,English,Phone prevent.,2024-10-28,✔,C,Yes
S11589,Arabic,Help Congress.,2024-10-07,✔,F, 
S03103,Geography,Themselves southern.,2025-01-06,✔,F,Yes
S00934,Arabic,Western animal.,02/20/2025,✅,B-,Yes
S04621,Geography,Learn energy.,2024-09-17,❌,A+, 
S00523,Science,Approach in.,12/10/2024,❌,A,No
S03043,Math,Yourself stuff.,2024-09-28,pending,B, 
S10723,Geography,Box event force.,2024-12-24,not done,C,No
S08203,English,Join glass country.,12/12/2024,pending,A,No
S10043,Arabic,Chance PM.,2024-10-24, Done ,B,No
S09648,Geography,High hand month.,2024-11-25,pending,A,No
S00608,Science,Hair trouble many.,2025-01-27,pending,C,No
S01632,Geography,If bad least.,2025-01-17,pending,A+,Yes
S06058,Geography,Tend evening.,2025-01-21, Done ,C, 
S10529,English,Discussion cause.,2024-10-26,❌,A,Yes
S07488,Math,Race realize short.,2025-02-26,pending,A+, 
S09652,History,Head federal century.,2025-02-08,not done,B-, 
S06544,History,Both music.,2024-12-16,❌,D,Yes
S10390,English,Century anyone treatment.,2024-12-19,pending,F, 
S03030,Geography,Mind.,2025-02-16,pending,C, 
S04431,History,Red security.,2025-01-19,✅,A+,No
S03402,Arabic,Billion lose.,2024-12-28,not done,A+,Yes
S04472,History,Clearly edge catch.,2025-03-09,❌,C,Yes
S09124,Geography,Traditional drug live.,02/20/2025,not done,D,No
S02040,English,Film politics dog policy.,2025-02-01, Done ,F,No
S01366,Geography,Spring field though letter.,2025-03-08,✔,A, 
S06808,Geography,History.,2025-01-06,❌,C-,Yes
S05323,Science,Worry throughout series.,2025-01-12, Done ,C-, 
S07739,History,Sister peace condition meet.,2025-02-22,✅,B,No
S08703,Science,Technology form.,2025-01-12,✅,F, 
S01910,Geography,Son according answer.,2025-03-07,✅,B-, 
S11324,English,Total fund music.,2024-11-28,✅,C,Yes
S10533,Geography,Believe at.,2024-12-16,pending,C,No
S11298,Arabic,Population or.,2024-09-11,pending,A,No
S11788,Geography,Girl loss.,2025-03-09,✅,C-, 
S01129,Math,Democrat child full.,2024-12-08,✅,A,No
S06972,Geography,More opportunity thousand.,2024-11-20,✅,A+,Yes
S01732,English,Effort story.,2025-02-07,✅,B,Yes
S09494,Geography,Little practice soldier perform.,2024-09-16,not done,B-,Yes
S03139,English,Agency thought.,2024-10-23,✔,B-,Yes
S04454,Science,Dream last.,01/25/2025,not done,B-, 
S03736,History,Those.,2025-02-02,✔,F,No
S09581,Science,Food feel drive.,2025-02-03,❌,C,No
S05529,English,Education.,2024-10-09,✅,B-,No
S11313,Arabic,Hour accept.,2024-10-19,✔,A,Yes
S03506,Science,Central admit.,2024-12-30, Done ,A,No
S10197,Math,Perhaps specific police.,01/16/2025,✅,B,No
S07413,Geography,Marriage hot because.,2024-12-16,not done,A,No
S00708,Science,Region defense key.,01/10/2025, Done ,C,No
S02389,Math,Another reflect.,2024-11-23,✔,F, 
S11395,Science,Create coach skill.,2025-02-17,❌,F,No
S01648,Arabic,Director serve many.,2025-02-14,✔,A+,No
S03796,Arabic,Officer remember.,12/02/2024,✅,B-,Yes
S04248,Geography,Stock stop.,2024-12-13,✅,D,No
S09849,Geography,Audience.,02/08/2025,pending,F,Yes
S09682,Geography,Board general.,2024-10-15,not done,B-, 
S12145,Arabic,Hot ok.,2024-12-02,pending,C,No
S02135,Geography,Traditional.,2025-02-19,✅,A, 
S02284,History,Partner fund just.,2024-12-12,✅,D,No
S09393,English,Water difficult particular.,2024-12-01,❌,B-,Yes
S08300,Math,Man prevent student buy.,2024-12-14,pending,A+,No
S08345,English,Bring simply.,11/13/2024,not done,C,Yes
S08839,Arabic,Population purpose.,2025-02-05, Done ,C-,No
S08848,Geography,Participant across mouth.,2024-10-07,not done,A+, 
S09787,English,Can while.,2024-12-20,✅,D,No
S07034,Arabic,Employee case owner.,2024-11-24, Done ,C,No
S10867,English,Memory fight what.,2025-03-03,✔,F,Yes
S03013,Science,Fast material use.,2024-11-30,not done,C,Yes
S11383,English,Occur number.,2024-12-09, Done ,A,Yes
S03538,English,Strategy best.,2024-12-26, Done ,B-,No
S06451,Arabic,Bad debate.,2025-01-23,❌,B-,No
S00675,History,Civil.,01/28/2025,not done,B-,No
S07882,Arabic,Someone model.,2024-12-09,not done,D, 
S10332,History,Fast for.,2024-10-15,not done,F,No
S07198,Science,Consider end operation.,09/18/2024,pending,D,No
S11082,Geography,Economic check investment.,11/04/2024,✔,C-,Yes
S07522,Arabic,Personal ability source trial.,2024-12-29, Done ,B,Yes
S07504,English,Certainly friend soldier.,2025-02-02,pending,A+,Yes
S03247,History,Tend drug.,2025-03-05,pending,A+,Yes
S07708,Science,Interesting somebody.,2024-10-10,pending,C-, 
S02330,Math,Outside late.,2024-11-16,pending,B,No
S12108,English,Once drop if.,2025-03-09,not done,F,No
S11057,English,True remain late.,2025-02-15,✔,C-,Yes
S06522,Geography,Include center buy.,10/26/2024,✔,C,Yes
S06837,Math,Coach we.,2025-02-19,not done,B-,No
S08167,History,Agreement age.,2024-11-14, Done ,F,No
S04278,Math,Staff wall book.,2025-03-09,pending,C-,No
S09283,Arabic,Today dream.,2025-01-17,✅,C,Yes
S10050,English,Laugh value recent final.,2024-09-30,pending,A,Yes
S05358,Math,Blue walk.,01/18/2025, Done ,A+, 
S02798,English,Throughout establish scene.,2025-01-15,✔,A+,No
S08721,Geography,Power democratic possible.,2024-10-30,not done,A, 
S04255,History,Indeed draw.,2024-12-28,✔,F,No
S00501,History,Season soon little.,2024-11-30,❌,B-,Yes
S01359,Math,Cultural significant professional.,01/13/2025,✅,B-,Yes
S03497,Science,Bill painting senior.,2024-11-09,❌,A, 
S03498,History,Practice camera.,2025-02-11,✅,C-,No
S10680,Science,Bed they I.,2024-10-28, Done ,D, 
S09984,English,In family care.,12/05/2024,✔,C-,No
S01272,Math,Song war.,2024-12-16, Done ,B, 
S03623,Science,Model these street.,2024-11-08,❌,A+,No
S02792,Science,Order.,2024-11-01,❌,A+,No
S07893,History,Believe cup.,2024-11-23,✅,C, 
S09717,English,That modern.,01/10/2025,✅,F,No
S02168,Arabic,Writer always.,2024-11-07,✅,F, 
S02260,History,Material article.,2024-10-07,pending,C, 
S10136,Science,Discussion civil.,2025-02-01,not done,F,No
S10624,Math,Stop ten.,2024-09-26,pending,C,No
S10193,History,Social college let.,2024-09-23,pending,B-,Yes
S00540,Science,Arrive entire determine.,2024-11-20,❌,A, 
S07765,Science,Exist writer really maintain.,01/21/2025,✔,F,No
S11821,Science,Gas lose song.,2024-09-09,not done,D, 
S02177,Arabic,War my.,09/28/2024,❌,A+, 
S03790,Geography,Tonight media.,2024-09-15, Done ,B,Yes
S10910,Science,Fast another.,2024-12-17, Done ,F,Yes
S08281,Arabic,Information guess.,2024-12-10,❌,C, 
S11289,Arabic,Win bill food.,2025-01-16,✅,A+,Yes
S02082,History,Let inside.,2024-11-19,pending,C-, 
S00796,Arabic,Management.,2025-03-07, Done ,A, 
S01922,English,Day.,2024-11-04,✔,A+,Yes
S11343,History,Officer.,2024-10-13,not done,D, 
S09872,History,Under leader nation put.,2024-12-23,not done,B-,Yes
S00235,Science,Recent recognize success.,2024-12-17,❌,C-,Yes
S03779,English,Certainly race president.,2025-01-04, Done ,F,No
S09010,English,Officer.,2025-03-05,✔,B-,No
S02725,English,Of.,2024-09-13,✔,B-, 
S08894,Geography,Understand.,2025-01-24,✔,A,No
S02086,Science,Anything yeah especially.,01/15/2025,❌,D,Yes
S08846,Math,Old.,2024-10-25,✅,A, 
S08048,History,Center light.,2024-09-27, Done ,B,No
S00198,English,Military player.,2024-09-20,✔,C-,No
S06566,English,Institution us form.,2025-01-27, Done ,B,Yes
S07594,History,Never mind sit.,2024-12-06,✅,C-,No
S03870,Science,To claim.,2024-10-22,✅,D,Yes
S07674,Geography,Sing gun eye us.,11/08/2024,✔,B-,Yes
S12122,Science,Control.,09/27/2024,pending,C,Yes
